# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 16:28:05 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and ttv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_radj,ttv_flag,st_spectype,st_teff,rastr,ra,decstr,dec,sy_dist
1809,HATS-47 b,HATS-47,0,1,1,Transit,2020,0,3.92280161107,,1.18983794,0,,4444.00,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67000000
1810,HATS-47 b,HATS-47,0,1,1,Transit,2020,0,3.92280210000,,,0,,,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67000000
1811,HATS-48 A b,HATS-48 A,0,2,1,Transit,2020,0,3.13167354484,,0.84749179,0,,4351.00,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.60900000
1812,HATS-48 A b,HATS-48 A,0,2,1,Transit,2020,0,3.13166710000,,,0,,,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.60900000
1813,HATS-48 A b,HATS-48 A,1,2,1,Transit,2020,0,3.13166660000,0.0376900000,0.80000000,0,,4546.00,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.60900000
1814,HATS-48 A b,HATS-48 A,0,2,1,Transit,2020,0,3.13166726000,,,0,,4546.00,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.60900000
1815,HATS-49 b,HATS-49,0,1,1,Transit,2020,0,4.14703592335,,0.76978814,0,,4247.00,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.41300000
1816,HATS-49 b,HATS-49,1,1,1,Transit,2020,0,4.14804670000,0.0451500000,0.76500000,0,,4405.00,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.41300000
1817,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76339524216,,0.91174065,0,,5258.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1818,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76339000000,,,0,G,5304.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1819,HATS-5 b,HATS-5,1,1,1,Transit,2014,0,4.76338700000,0.0542000000,0.91200000,0,G,5304.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1820,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76338700000,0.0542800000,0.91200000,0,,5304.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1821,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76338770000,,,0,G,5304.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1822,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76339004000,,,0,,,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1823,HATS-5 b,HATS-5,0,1,1,Transit,2014,0,4.76338959000,,,0,G,5304.00,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.38400000
1824,HATS-50 b,HATS-50,1,1,1,Transit,2017,0,3.82970150000,0.0504600000,1.13000000,0,,5990.00,20h01m42.74s,300.4280761,-26d04m39.23s,-26.0775640,756.74200000
1825,HATS-50 b,HATS-50,0,1,1,Transit,2017,0,3.83041624765,,1.21386660,0,,5770.00,20h01m42.74s,300.4280761,-26d04m39.23s,-26.0775640,756.74200000
1826,HATS-51 b,HATS-51,0,1,1,Transit,2017,0,3.34886930000,,,0,,,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57000000
1827,HATS-51 b,HATS-51,1,1,1,Transit,2017,0,3.34887020000,0.0463900000,1.41000000,0,,5758.00,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57000000
1828,HATS-51 b,HATS-51,0,1,1,Transit,2017,0,3.34887030000,,,0,,5758.00,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57000000
1829,HATS-51 b,HATS-51,0,1,1,Transit,2017,0,3.34886782000,,,0,,5758.00,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57000000
1830,HATS-51 b,HATS-51,0,1,1,Transit,2017,0,3.34890381843,,1.16076906,0,,5711.00,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57000000
1831,HATS-52 b,HATS-52,1,1,1,Transit,2017,0,1.36665436000,0.0249800000,1.38200000,0,,6010.00,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.13400000
1832,HATS-52 b,HATS-52,0,1,1,Transit,2017,0,1.36665617000,,,0,,6010.00,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.13400000
1833,HATS-52 b,HATS-52,0,1,1,Transit,2017,0,1.36665630000,,1.37719927,0,,5790.40,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.13400000
1834,HATS-52 b,HATS-52,0,1,1,Transit,2017,0,1.36665569000,,,0,,,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.13400000
1835,HATS-53 b,HATS-53,0,1,1,Transit,2017,0,3.85377830000,,,0,,,11h46m30.80s,176.6283230,-33d51m36.28s,-33.8600764,585.77000000
1836,HATS-53 b,HATS-53,0,1,1,Transit,2017,0,3.85377818000,,,0,,5644.00,11h46m30.80s,176.6283230,-33d51m36.28s,-33.8600764,585.77000000
1837,HATS-53 b,HATS-53,0,1,1,Transit,2017,0,3.85376160000,,1.31273310,0,,5697.00,11h46m30.80s,176.6283230,-33d51m36.28s,-33.8600764,585.77000000
1838,HATS-53 b,HATS-53,1,1,1,Transit,2017,0,3.85377680000,0.0475300000,1.34000000,0,,5644.00,11h46m30.80s,176.6283230,-33d51m36.28s,-33.8600764,585.77000000
1839,HATS-54 b,HATS-54,0,1,1,Transit,2019,0,2.54415370000,,0.94189653,0,,5652.00,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.58500000
1840,HATS-54 b,HATS-54,0,1,1,Transit,2019,0,2.54418280000,0.0376300000,1.06700000,0,,5702.00,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.58500000
1841,HATS-54 b,HATS-54,1,1,1,Transit,2019,0,2.54417650000,0.0370000000,1.01500000,0,G6 V,5621.00,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.58500000
1842,HATS-55 b,HATS-55,0,1,1,Transit,2019,0,4.20420780773,,1.07971459,0,,6781.00,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.83800000
1843,HATS-55 b,HATS-55,0,1,1,Transit,2019,0,4.20418440000,,,0,,,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.83800000
1844,HATS-55 b,HATS-55,0,1,1,Transit,2019,0,4.20420010000,,,0,,6214.00,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.83800000
1845,HATS-55 b,HATS-55,1,1,1,Transit,2019,0,4.20420010000,0.0541200000,1.25100000,0,,6214.00,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.83800000
1846,HATS-56 b,HATS-56,0,1,1,Transit,2019,0,4.32477080000,,1.51893383,0,,6457.00,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.40900000
1847,HATS-56 b,HATS-56,1,1,1,Transit,2019,0,4.32479900000,0.0604300000,1.68800000,0,,6536.00,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.40900000
1848,HATS-56 b,HATS-56,0,1,1,Transit,2019,0,4.32476610000,,,0,,,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.40900000
1849,HATS-56 b,HATS-56,0,1,1,Transit,2019,0,4.32476620000,,,0,,6536.00,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.40900000
1850,HATS-57 b,HATS-57,1,1,1,Transit,2019,0,2.35062100000,0.0349300000,1.13900000,0,,5587.00,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000
1851,HATS-57 b,HATS-57,0,1,1,Transit,2019,0,2.35062090000,,,0,,5587.00,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000
1852,HATS-57 b,HATS-57,0,1,1,Transit,2019,0,2.35061769000,,,0,,,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000
1853,HATS-57 b,HATS-57,0,1,1,Transit,2019,0,2.35061860000,,1.14203069,0,,5593.00,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000
1854,HATS-57 b,HATS-57,0,1,1,Transit,2019,0,2.35061721000,,,0,,5587.00,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000
1855,HATS-58 A b,HATS-58 A,0,2,1,Transit,2019,0,4.21807597560,,0.89285967,0,,5780.00,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.59100000
1856,HATS-58 A b,HATS-58 A,0,2,1,Transit,2019,0,4.21807330000,,,0,,7175.00,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.59100000
1857,HATS-58 A b,HATS-58 A,0,2,1,Transit,2019,0,4.21807320000,,,0,,,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.59100000
1858,HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,0,4.21808960000,0.0579800000,1.09500000,0,,7175.00,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.59100000
1859,HATS-59 b,HATS-59,1,1,2,Transit,2018,0,5.41608100000,0.0611200000,1.12600000,0,,5670.00,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.88400000
1860,HATS-59 b,HATS-59,0,1,2,Transit,2018,0,5.41610770000,,,0,,,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.88400000
1861,HATS-59 b,HATS-59,0,1,2,Transit,2018,0,5.41611290000,,1.19325747,0,,5652.00,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.88400000
1862,HATS-59 c,HATS-59,1,1,2,Radial Velocity,2018,0,1422.00000000000,2.5040000000,,0,,5670.00,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.88400000
1863,HATS-6 b,HATS-6,0,1,1,Transit,2015,0,3.32526424000,,,0,M1 V,3724.00,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1864,HATS-6 b,HATS-6,0,1,1,Transit,2015,0,3.32527220000,,,0,M1 V,3724.00,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1865,HATS-6 b,HATS-6,0,1,1,Transit,2015,0,3.32527150000,,,0,M1 V,3724.00,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1866,HATS-6 b,HATS-6,0,1,1,Transit,2015,0,3.32526423000,,,0,,,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1867,HATS-6 b,HATS-6,0,1,1,Transit,2015,0,3.32527029011,,1.02631104,0,,3724.00,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1868,HATS-6 b,HATS-6,1,1,1,Transit,2015,0,3.32527250000,0.0362300000,0.99800000,0,M1 V,3724.00,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.31800000
1869,HATS-60 b,HATS-60,0,1,1,Transit,2018,0,3.56081040000,,,0,,5688.00,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.47400000
1870,HATS-60 b,HATS-60,1,1,1,Transit,2018,0,3.56082900000,0.0470800000,1.15300000,0,,5688.00,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.47400000
1871,HATS-60 b,HATS-60,0,1,1,Transit,2018,0,3.56083200000,,,0,,5688.00,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.47400000
1872,HATS-60 b,HATS-60,0,1,1,Transit,2018,0,3.56080640000,,,0,,,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.47400000
1873,HATS-60 b,HATS-60,0,1,1,Transit,2018,0,3.56081120000,,0.93649907,0,,5659.00,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.47400000
1874,HATS-61 b,HATS-61,0,1,1,Transit,2018,0,7.81793200000,,,0,,,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.76100000
1875,HATS-61 b,HATS-61,1,1,1,Transit,2018,0,7.81795300000,0.0790800000,1.19500000,0,,5542.00,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.76100000
1876,HATS-61 b,HATS-61,0,1,1,Transit,2018,0,7.81814340000,,0.88783898,0,,5549.00,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.76100000
1877,HATS-62 b,HATS-62,1,1,1,Transit,2018,0,3.27688370000,0.0416300000,1.05500000,0,,5416.00,20h49m47.83s,312.4493079,-24d18m12.62s,-24.3035060,523.06700000
1878,HATS-62 b,HATS-62,0,1,1,Transit,2018,0,3.27711178761,,1.05400391,0,,5451.00,20h49m47.83s,312.4493079,-24d18m12.62s,-24.3035060,523.06700000
1879,HATS-63 b,HATS-63,0,1,1,Transit,2018,0,3.05665270000,,,0,,5627.00,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972149,623.23200000
1880,HATS-63 b,HATS-63,0,1,1,Transit,2018,0,3.05664540000,,,0,,,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972149,623.23200000
1881,HATS-63 b,HATS-63,0,1,1,Transit,2018,0,3.05662771116,,1.11680711,0,,5735.00,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972149,623.23200000
1882,HATS-63 b,HATS-63,1,1,1,Transit,2018,0,3.05665270000,0.0402600000,1.20700000,0,,5627.00,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972149,623.23200000
1883,HATS-64 b,HATS-64,0,1,1,Transit,2018,0,4.90888191904,,1.42403456,0,,6606.00,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.15000000
1884,HATS-64 b,HATS-64,1,1,1,Transit,2018,0,4.90889700000,0.0656200000,1.67900000,0,,6554.00,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.15000000
1885,HATS-64 b,HATS-64,0,1,1,Transit,2018,0,4.90888600000,,,0,,,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.15000000
1886,HATS-64 b,HATS-64,0,1,1,Transit,2018,0,4.90889630000,,,0,,6554.00,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.15000000
1887,HATS-65 b,HATS-65,1,2,1,Transit,2018,0,3.10516100000,0.0449700000,1.50100000,0,,6277.00,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32000000
1888,HATS-65 b,HATS-65,0,2,1,Transit,2018,0,3.10523189380,,1.40733481,0,,6297.00,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32000000
1889,HATS-65 b,HATS-65,0,2,1,Transit,2018,0,3.10515933000,,,0,,6277.00,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32000000
1890,HATS-66 b,HATS-66,1,1,1,Transit,2018,0,3.14143910000,0.0471400000,1.41100000,0,,6626.00,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98000000
1891,HATS-66 b,HATS-66,0,1,1,Transit,2018,0,3.14143900000,,,0,,6626.00,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98000000
1892,HATS-66 b,HATS-66,0,1,1,Transit,2018,0,3.14138245313,,1.16610639,0,,6534.00,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98000000
1893,HATS-67 b,HATS-67,0,1,1,Transit,2018,0,1.60918292000,,,0,,,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.10900000
1894,HATS-67 b,HATS-67,1,1,1,Transit,2018,0,1.60917880000,0.0303200000,1.68500000,0,,6594.00,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.10900000
1895,HATS-67 b,HATS-67,0,1,1,Transit,2018,0,1.60918450000,,1.49589873,0,,6393.00,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.10900000
1896,HATS-67 b,HATS-67,0,1,1,Transit,2018,0,1.60918324000,,,0,,6594.00,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.10900000
1897,HATS-68 b,HATS-68,0,1,1,Transit,2018,0,3.58622110000,,,0,,6147.00,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.95500000
1898,HATS-68 b,HATS-68,0,1,1,Transit,2018,0,3.58622030000,,,0,,6147.00,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.95500000
1899,HATS-68 b,HATS-68,0,1,1,Transit,2018,0,3.58622070000,,,0,,,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.95500000
1900,HATS-68 b,HATS-68,1,1,1,Transit,2018,0,3.58622020000,0.0507100000,1.23200000,0,,6147.00,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.95500000
1901,HATS-68 b,HATS-68,0,1,1,Transit,2018,0,3.58629619986,,1.46978227,0,,5704.80,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.95500000
1902,HATS-69 b,HATS-69,0,1,1,Transit,2018,0,2.22525250000,,,0,,,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.53700000
1903,HATS-69 b,HATS-69,0,1,1,Transit,2018,0,2.22505138138,,0.90040470,0,,5103.00,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.53700000
1904,HATS-69 b,HATS-69,1,1,1,Transit,2018,0,2.22525770000,0.0321100000,0.94500000,0,,5137.00,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.53700000
1905,HATS-69 b,HATS-69,0,1,1,Transit,2018,0,2.22525770000,,,0,,5137.00,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.53700000
1906,HATS-7 b,HATS-7,1,1,1,Transit,2015,0,3.18531500000,0.0401200000,0.56300000,0,K2,4985.00,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
1907,HATS-7 b,HATS-7,0,1,1,Transit,2015,0,3.18531090000,,,0,K2,4985.00,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
1908,HATS-7 b,HATS-7,0,1,1,Transit,2015,0,3.18531500000,0.0401200000,0.56300000,0,,4985.00,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
1909,HATS-7 b,HATS-7,0,1,1,Transit,2015,0,3.18531490000,,,0,K2,4985.00,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
1910,HATS-7 b,HATS-7,0,1,1,Transit,2015,0,3.18531859906,,0.48372239,0,,4944.00,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
1911,HATS-70 b,HATS-70,0,1,1,Transit,2019,0,1.88823780000,,,0,,7930.00,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83000000
1912,HATS-70 b,HATS-70,0,1,1,Transit,2019,0,1.88823930000,,,0,,,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83000000
1913,HATS-70 b,HATS-70,0,1,1,Transit,2019,0,1.88823968000,,,0,,7930.00,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83000000
1914,HATS-70 b,HATS-70,0,1,1,Transit,2019,0,1.88823101642,,1.29161099,0,,8549.00,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83000000
1915,HATS-70 b,HATS-70,1,1,1,Transit,2019,0,1.88823780000,0.0363200000,1.38400000,0,,7930.00,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83000000
1916,HATS-71 b,HATS-71,0,1,1,Transit,2020,0,3.79551778381,,0.92124005,0,,3424.00,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.22500000
1917,HATS-71 b,HATS-71,0,1,1,Transit,2020,0,3.79551950000,,,0,M3 V,3405.00,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.22500000
1918,HATS-71 b,HATS-71,0,1,1,Transit,2020,0,3.79551840000,,,0,,,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.22500000
1919,HATS-71 b,HATS-71,1,1,1,Transit,2020,0,3.79552020000,0.0374500000,1.02400000,0,M3 V,3405.00,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.22500000
1920,HATS-72 b,HATS-72,1,1,1,Transit,2020,0,7.32794740000,0.0665170000,0.72240000,0,,4656.10,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.58900000
1921,HATS-72 b,HATS-72,0,1,1,Transit,2020,0,7.32795040000,,,0,,,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.58900000
1922,HATS-72 b,HATS-72,0,1,1,Transit,2020,0,7.32794960000,,,0,,4656.10,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.58900000
1923,HATS-72 b,HATS-72,0,1,1,Transit,2020,0,7.32794500000,,0.84666664,0,,4521.00,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.58900000
1924,HATS-74 A b,HATS-74 A,0,2,1,Transit,2021,0,1.73185293965,,1.07324204,0,,3394.00,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588,299.38900000
1925,HATS-74 A b,HATS-74 A,1,2,1,Transit,2021,0,1.73185606000,0.0238400000,1.03200000,0,,3776.90,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588,299.38900000
1926,HATS-75 b,HATS-75,1,1,1,Transit,2021,0,2.78865560000,0.0327420000,0.88400000,0,,3790.40,04h03m47.85s,60.9493919,-25d24m32.12s,-25.4089214,194.96400000
1927,HATS-75 b,HATS-75,0,1,1,Transit,2021,0,2.78865403243,,0.86226627,0,,3654.00,04h03m47.85s,60.9493919,-25d24m32.12s,-25.4089214,194.96400000
1928,HATS-76 b,HATS-76,0,1,1,Transit,2021,0,1.94163656751,,1.04888256,0,,3837.00,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,385.68900000
1929,HATS-76 b,HATS-76,1,1,1,Transit,2021,0,1.94164230000,0.0265800000,1.07900000,0,,4016.00,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,385.68900000
1930,HATS-77 b,HATS-77,1,1,1,Transit,2021,0,3.08762620000,0.0360700000,1.16500000,0,,4071.00,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174,436.17600000
1931,HATS-77 b,HATS-77,0,1,1,Transit,2021,0,3.08762973344,,1.24017783,0,,4105.00,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174,436.17600000
1932,HATS-8 b,HATS-8,0,1,1,Transit,2015,0,3.58389300000,0.0466800000,0.87300000,0,,5679.00,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.63700000
1933,HATS-8 b,HATS-8,1,1,1,Transit,2015,0,3.58389300000,0.0466700000,0.87300000,0,,5679.00,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.63700000
1934,HATS-8 b,HATS-8,0,1,1,Transit,2015,0,3.58409995856,,0.87898880,0,,5553.00,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.63700000
1935,HATS-9 b,HATS-9,1,1,1,Transit,2015,0,1.91529100000,0.0312000000,1.23561424,0,,5599.00,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1936,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91531960000,,1.28600000,0,,,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1937,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91552575756,,1.22595945,0,,5494.00,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1938,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91529800000,,1.53000000,0,,,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1939,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91530730000,0.0304800000,1.06500000,0,,5366.00,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1940,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91531100000,,1.17240000,0,,5494.00,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1941,HATS-9 b,HATS-9,0,1,1,Transit,2015,0,1.91530730000,0.0304800000,1.06500000,0,,5366.00,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.70000000
1942,HD 100508 b,HD 100508,0,1,1,Radial Velocity,2026,0,5681.00000000000,6.1100000000,,0,K1 IV,5419.00,11h33m12.34s,173.3014057,-67d03m16.70s,-67.0546386,32.75480000
1943,HD 100508 b,HD 100508,1,1,1,Radial Velocity,2026,0,5681.00000000000,6.1100000000,,0,K1 IV,5419.00,11h33m12.34s,173.3014057,-67d03m16.70s,-67.0546386,32.75480000
1945,HD 100655 b,HD 100655,0,2,1,Radial Velocity,2011,0,157.57000000000,0.7600000000,,0,G9 III,4861.00,11h35m03.69s,173.7653631,+20d26m29.55s,20.4415410,137.17800000
1946,HD 100655 b,HD 100655,1,2,1,Radial Velocity,2011,0,157.57001000000,0.6800000000,,0,,4891.00,11h35m03.69s,173.7653631,+20d26m29.55s,20.4415410,137.17800000
1947,HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,0,383.00000000000,1.0600000000,,0,G8 V,,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.53360000
1948,HD 100777 b,HD 100777,0,1,1,Radial Velocity,2007,0,383.70001000000,1.0300000000,,0,,5533.00,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.53360000
1949,HD 100777 b,HD 100777,0,1,1,Radial Velocity,2007,0,383.70000000000,1.0300000000,,0,,5582.00,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.53360000
1950,HD 101581 b,HIP 56998,1,1,2,Transit,2025,0,4.46569000000,0.0460000000,0.08528875,0,,4675.00,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000
1951,HD 101581 b,HIP 56998,0,1,2,Transit,2025,0,4.46606796561,,0.08738157,0,,4633.87,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000
1952,HD 101581 c,HIP 56998,1,1,2,Transit,2025,0,6.20401000000,0.0573000000,0.08832204,0,,4675.00,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000
1953,HD 101581 c,HIP 56998,0,1,2,Transit,2025,0,6.20316078755,,0.09112871,0,,4633.87,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000
